transaction_id,customer_id,txn_timestamp,customer_age,account_age_days,customer_segment,transaction_amount,transaction_hour,merchant_category,country_code,distance_from_home_km,device_change_flag,device_type,payment_channel,ip_risk_score,failed_login_attempts_24h,transaction_velocity_1h,avg_txn_amount_30d,amount_vs_avg_ratio,card_present_flag,cross_border_flag,merchant_risk_score,chargeback_history_count,balance_before_txn,salary_day_flag,is_fraud
T202600460,C100015,18-03-2026 11:23,65,392,retail,40.56,11,fashion,MX,6.7,0,web,atm,0.075,0,1,55.68,0.73,1,0,0.062,0,657.61,0,0
T202600461,C100177,18-02-2026 02:14,27,1528,small_business,28.6,2,fuel,US,26.8,0,pos,card_swipe,0.359,0,2,67.86,0.42,1,0,0.343,1,7330.48,0,0
T202600462,C100215,06-01-2026 05:21,34,1510,retail,50.91,5,restaurant,SG,25,0,mobile,web_portal,0.238,0,2,90.28,0.56,1,0,0.312,1,11656.64,0,0
T202600463,C100139,13-03-2026 20:48,44,1194,retail,95.69,20,grocery,US,9.6,0,pos,mobile_app,0.474,1,1,102.3,0.94,0,0,0.1,0,12912.9,0,0
T202600464,C100125,16-01-2026 20:38,51,892,retail,143.43,20,grocery,AE,3.6,0,web,contactless,0.236,0,3,119.93,1.2,1,0,0.435,0,4027.89,0,1
T202600465,C100287,24-02-2026 08:35,52,667,retail,146.6,8,fuel,BR,4.7,0,mobile,atm,0.346,0,1,71.57,2.05,1,0,0.207,1,4813.11,0,0
T202600466,C100116,19-02-2026 00:20,20,1493,retail,13.33,0,healthcare,CA,48.5,0,mobile,contactless,0.236,0,1,15,0.89,1,0,0.342,1,2566.22,0,0
T202600467,C100092,04-01-2026 03:56,68,450,retail,212.76,3,grocery,GB,21.5,1,web,mobile_app,0.158,0,4,210.36,1.01,1,0,0.455,1,2515.59,0,1
T202600468,C100108,29-03-2026 00:34,46,1605,affluent,119.96,0,electronics,CA,7.6,0,atm,contactless,0.256,0,1,39.09,3.07,0,0,0.438,0,5882.02,0,0
T202600469,C100305,05-03-2026 23:15,26,1816,student,50.23,23,fashion,IN,11.9,0,pos,atm,0.082,0,0,46.12,1.09,0,0,0.361,0,6352.49,0,0
T202600470,C100131,04-03-2026 20:05,51,1165,retail,133.02,20,luxury,IN,26,0,web,contactless,0.138,0,0,101.97,1.3,1,0,0.408,0,2759.54,0,0
T202600471,C100115,01-03-2026 02:20,52,628,small_business,70.14,2,travel,IN,11.3,0,mobile,web_portal,0.285,0,1,39.05,1.8,1,0,0.649,0,2119.86,0,0
T202600472,C100298,16-03-2026 06:19,35,1306,affluent,103.86,6,utilities,GB,22.3,0,pos,mobile_app,0.255,0,2,104.79,0.99,1,0,0.396,0,957.72,0,0
T202600473,C100146,28-01-2026 11:45,20,729,retail,469.15,11,restaurant,DE,22.7,0,pos,card_swipe,0.242,0,0,146.01,3.21,1,0,0.214,0,4805.66,1,0
T202600474,C100023,19-01-2026 10:37,73,845,senior,168.33,10,digital_services,IN,11.9,0,atm,contactless,0.022,0,2,66.84,2.52,0,0,0.631,1,1440.79,0,0
T202600475,C100098,03-03-2026 05:32,56,212,senior,52.4,5,fuel,GB,5.6,0,web,card_swipe,0.066,0,1,26.55,1.97,1,0,0.296,1,5000.14,0,0
T202600476,C100186,31-01-2026 07:16,27,463,retail,64.62,7,utilities,DE,21.5,0,mobile,mobile_app,0.491,0,5,69.78,0.93,1,0,0.633,0,8510.13,0,0
T202600477,C100006,28-01-2026 20:11,23,789,retail,44.6,20,electronics,US,14.2,0,mobile,mobile_app,0.231,0,0,29.28,1.52,1,0,0.364,0,836.11,1,0
T202600478,C100111,26-03-2026 04:08,64,1506,retail,39,4,grocery,US,11.5,0,mobile,mobile_app,0.232,0,1,83.36,0.47,0,0,0.306,1,5178.5,1,0
T202600479,C100289,10-01-2026 22:44,46,176,student,23.31,22,atm_withdrawal,SG,4862.3,0,pos,card_swipe,0.469,1,2,29.52,0.79,1,1,0.399,4,7352.51,0,1
T202600480,C100286,22-03-2026 09:20,27,311,retail,15.99,9,healthcare,SG,4517.6,0,atm,card_swipe,0.172,0,1,17.92,0.89,1,1,0.203,0,8132.48,0,0
T202600481,C100002,06-03-2026 15:04,57,538,student,47.93,15,healthcare,US,7.3,0,pos,contactless,0.332,0,1,155.64,0.31,0,0,0.022,0,2708.25,0,1
T202600482,C100276,29-03-2026 08:08,46,170,retail,80.18,8,grocery,CA,27.2,0,pos,contactless,0.01,0,2,65.48,1.22,0,0,0.132,1,2198.34,0,0
T202600483,C100041,18-02-2026 20:05,63,198,retail,49.2,20,fuel,IN,29.5,0,mobile,mobile_app,0.624,0,0,66.88,0.74,1,0,0.429,0,1852.96,0,0
T202600484,C100084,19-01-2026 22:20,55,1299,retail,27.69,22,healthcare,US,49.5,1,mobile,contactless,0.757,0,2,36.59,0.76,1,0,0.4,0,3013.25,0,0
T202600485,C100028,31-01-2026 14:40,50,819,retail,256.93,14,fuel,IN,21.1,0,web,card_swipe,0.2,0,0,251.77,1.02,1,0,0.436,1,7316.71,0,0
T202600486,C100308,18-01-2026 01:11,36,1455,student,21.97,1,electronics,US,11.9,0,pos,contactless,0.169,0,0,80.8,0.27,1,0,0.239,0,8484.03,0,0
T202600487,C100217,11-01-2026 16:38,23,689,small_business,179.64,16,gaming,SG,8.1,0,pos,contactless,0.018,1,3,264.32,0.68,1,0,0.667,1,4071.43,0,0
T202600488,C100057,05-03-2026 08:42,27,873,retail,67.63,8,restaurant,DE,8,1,pos,contactless,0.641,3,1,72.45,0.93,1,0,0.207,0,2686.86,0,0
T202600489,C100198,15-03-2026 21:01,38,704,retail,38.16,21,electronics,AE,3.7,0,mobile,web_portal,0.475,0,1,20.46,1.87,1,0,0.285,2,4788.14,0,0
T202600490,C100055,28-01-2026 14:09,20,908,retail,23.24,14,digital_services,US,7.9,0,mobile,atm,0.495,0,1,43.77,0.53,0,0,0.499,0,3874.58,1,0
T202600491,C100097,13-01-2026 02:11,58,993,student,309,2,healthcare,NG,15.6,0,web,contactless,0.236,1,0,290.14,1.07,1,0,0.302,0,4962.2,0,0
T202600492,C100261,06-01-2026 12:15,28,299,retail,27.94,12,utilities,US,15.7,0,pos,web_portal,0.367,0,3,55.12,0.51,0,0,0.744,0,3393.61,0,0
T202600493,C100025,18-03-2026 08:57,56,501,retail,97.35,8,gaming,IN,15.3,0,mobile,card_swipe,0.063,0,1,55.88,1.74,0,0,0.117,1,3532.07,0,0
T202600494,C100208,25-03-2026 19:33,33,828,senior,56.74,19,utilities,US,7024,0,web,atm,0.407,1,1,31.59,1.8,1,1,0.126,0,5927.33,0,0
T202600495,C100099,12-01-2026 07:37,26,1082,senior,18.2,7,utilities,CA,1984,0,pos,mobile_app,0.792,0,2,33.28,0.55,1,1,0.305,1,3062.05,0,1
T202600496,C100146,03-03-2026 08:41,20,729,retail,300.64,8,utilities,DE,1.4,0,pos,contactless,0.364,0,0,146.01,2.06,1,0,0.193,0,5915.85,0,0
T202600497,C100194,23-03-2026 00:32,75,600,small_business,35.92,0,fashion,MX,5394.3,1,pos,contactless,0.579,1,1,49.6,0.72,1,1,0.308,0,6573.17,0,1
T202600498,C100048,05-01-2026 12:35,58,2753,small_business,87.61,12,travel,DE,337.6,0,pos,mobile_app,0.463,0,1,95.09,0.92,0,0,0.609,0,9653.66,0,0
T202600499,C100135,04-03-2026 12:00,36,766,retail,83.08,12,fashion,GB,4,0,pos,atm,0.463,0,2,71.16,1.17,1,0,0.375,0,1553.47,0,0
T202600500,C100011,15-02-2026 06:55,76,933,retail,335.8,6,luxury,IN,14.5,0,pos,card_swipe,0.073,1,0,125.23,2.68,1,0,0.643,0,8064.79,0,0
T202600501,C100275,21-03-2026 02:37,46,506,retail,12.92,2,grocery,US,27.2,0,atm,card_swipe,0.163,0,2,20.01,0.65,1,0,0.423,1,1936.29,0,0
T202600502,C100203,16-02-2026 10:13,59,770,student,4.5,10,restaurant,US,4,0,mobile,contactless,0.102,0,1,15,0.3,1,0,0.524,0,843.96,0,0
T202600503,C100241,30-01-2026 09:13,53,442,affluent,35.36,9,atm_withdrawal,IN,27.5,0,pos,web_portal,0.357,0,1,56.81,0.62,1,0,0.273,1,6136.8,0,0
T202600504,C100138,15-03-2026 14:57,38,487,retail,92.86,14,restaurant,SG,2.6,0,atm,mobile_app,0.121,0,3,68.03,1.36,0,0,0.139,0,1629.31,0,0
T202600505,C100269,17-03-2026 12:53,53,1457,student,329.34,12,fashion,IN,9.8,0,web,card_swipe,0.152,1,2,180.63,1.82,1,0,0.217,0,5584.92,0,0
T202600506,C100055,12-01-2026 16:30,20,908,retail,89.75,16,grocery,US,6.6,0,pos,card_swipe,0.526,0,0,43.77,2.05,1,0,0.223,0,5056.04,0,0
T202600507,C100311,27-03-2026 21:31,58,842,retail,186.27,21,digital_services,IN,10.3,0,pos,mobile_app,0.612,0,1,97.99,1.9,0,0,0.262,0,25114.22,1,0
T202600508,C100298,07-03-2026 14:02,35,1306,affluent,184.64,14,fashion,GB,1.2,0,pos,contactless,0.149,0,3,104.79,1.76,0,0,0.417,0,775.02,0,0
T202600509,C100020,30-01-2026 08:19,48,1109,small_business,211.05,8,travel,IN,2.4,0,pos,web_portal,0.173,0,1,86.84,2.43,0,0,0.474,0,6695.73,0,0
T202600510,C100084,28-02-2026 18:30,55,1299,retail,90.27,18,electronics,US,3.5,0,web,card_swipe,0.22,0,0,36.59,2.47,0,0,0.199,0,2976.8,1,0
T202600511,C100032,27-01-2026 13:42,23,743,retail,48.31,13,digital_services,SG,3.9,0,web,mobile_app,0.318,0,3,34.1,1.42,0,0,0.45,0,10954.13,1,0
T202600512,C100315,19-03-2026 13:13,57,811,senior,216.04,13,fuel,US,18.5,0,mobile,contactless,0.243,0,0,171.69,1.26,1,0,0.376,0,962.32,0,0
T202600513,C100139,21-02-2026 09:35,44,1194,retail,149,9,utilities,US,9.7,0,pos,card_swipe,0.086,0,2,102.3,1.46,1,0,0.23,0,12569.56,0,0
T202600514,C100077,24-01-2026 20:50,31,781,senior,23.3,20,utilities,US,10.8,0,atm,card_swipe,0.468,1,1,20.08,1.16,0,0,0.01,0,2625.8,0,1
T202600515,C100142,28-01-2026 04:56,34,752,small_business,214.16,4,fuel,US,0.2,0,pos,card_swipe,0.147,0,2,173.77,1.23,0,0,0.577,1,18592.48,0,0
T202600516,C100296,29-03-2026 04:33,68,1180,retail,18.86,4,electronics,IN,23.5,0,mobile,atm,0.573,0,1,16.39,1.15,0,0,0.37,1,13969.47,0,0
T202600517,C100231,28-01-2026 03:24,69,284,retail,280.34,3,utilities,IN,20.2,0,web,web_portal,0.416,1,0,116.34,2.41,0,0,0.19,1,5954.03,1,0
T202600518,C100147,04-01-2026 18:55,32,968,retail,66.77,18,gaming,MX,0.3,0,mobile,contactless,0.508,0,2,70.17,0.95,1,0,0.519,0,4566.61,0,0
T202600519,C100042,24-02-2026 14:19,60,436,small_business,139.62,14,healthcare,IN,6277.7,0,pos,card_swipe,0.172,0,0,242.04,0.58,1,1,0.561,0,7281.54,0,0
T202600520,C100087,15-02-2026 05:30,36,1166,retail,79,5,atm_withdrawal,US,14,0,pos,mobile_app,0.829,0,2,23.75,3.33,0,0,0.278,2,11093.77,0,0
T202600521,C100083,19-01-2026 02:32,67,835,retail,466.04,2,atm_withdrawal,GB,96.9,0,web,card_swipe,0.121,0,0,126.6,3.68,1,0,0.253,0,953.19,0,0
T202600522,C100218,24-03-2026 21:02,44,1146,retail,218.95,21,atm_withdrawal,US,28.7,1,pos,contactless,0.502,1,4,57.27,3.82,1,0,0.338,0,2920.8,0,0
T202600523,C100298,10-01-2026 05:57,35,1306,affluent,72.8,5,digital_services,GB,1.1,0,pos,atm,0.283,0,0,104.79,0.69,0,0,0.526,0,845.07,0,0
T202600524,C100211,02-02-2026 16:43,61,1060,retail,141.73,16,electronics,SG,24,0,web,mobile_app,0.521,1,1,51.39,2.76,1,0,0.349,0,7305.28,0,0
T202600525,C100316,23-03-2026 16:57,61,428,senior,300.97,16,gaming,AE,10.8,0,mobile,web_portal,0.088,1,4,186.03,1.62,1,0,0.252,0,4334.39,0,0
T202600526,C100185,20-01-2026 22:23,44,1247,retail,182.54,22,healthcare,BR,17.7,0,pos,atm,0.331,1,2,121.13,1.51,1,0,0.334,0,5823.73,0,0
T202600527,C100309,19-02-2026 19:51,24,1160,retail,88.11,19,healthcare,US,17.6,0,mobile,web_portal,0.401,1,3,108.72,0.81,0,0,0.41,0,9341.89,0,0
T202600528,C100077,11-03-2026 10:25,31,781,senior,9.28,10,fuel,US,9.1,0,web,atm,0.226,0,1,20.08,0.46,1,0,0.325,0,2189.69,0,0
T202600529,C100283,05-01-2026 15:15,47,800,student,31.39,15,digital_services,GB,0.3,0,pos,mobile_app,0.216,0,2,15,2.09,0,0,0.475,2,1863.82,0,0
T202600530,C100110,16-01-2026 14:07,34,1217,retail,473.8,14,restaurant,NG,5114.8,1,mobile,web_portal,0.502,1,2,369.16,1.28,1,1,0.587,0,7966.3,0,0
T202600531,C100019,02-02-2026 13:27,45,1555,affluent,59.61,13,luxury,US,11.5,0,mobile,card_swipe,0.325,0,2,50.86,1.17,1,0,0.372,0,919.16,0,0
T202600532,C100178,17-01-2026 08:40,72,539,small_business,34.9,8,atm_withdrawal,IN,0.3,0,mobile,mobile_app,0.244,0,1,42.53,0.82,1,0,0.278,2,6875.11,0,0
T202600533,C100109,21-01-2026 17:26,60,507,retail,9.83,17,healthcare,US,1,0,mobile,mobile_app,0.124,0,1,34.48,0.29,0,0,0.448,0,17530.63,0,0
T202600534,C100107,05-03-2026 18:29,57,437,student,68.15,18,fashion,BR,4007,0,mobile,card_swipe,0.203,0,2,40.22,1.69,0,1,0.381,1,666.85,0,0
T202600535,C100185,14-01-2026 20:31,44,1247,retail,220.67,20,grocery,BR,15.4,0,pos,mobile_app,0.621,0,0,121.13,1.82,0,0,0.499,0,6009.18,0,0
T202600536,C100195,02-02-2026 20:02,23,160,retail,16.13,20,electronics,AE,8.7,0,web,contactless,0.598,0,0,15,1.08,1,0,0.613,1,4152.32,0,0
T202600537,C100025,29-01-2026 03:44,56,501,retail,31.05,3,grocery,MX,5481.2,0,mobile,contactless,0.637,1,2,55.88,0.56,0,1,0.14,1,4237.82,0,1
T202600538,C100218,12-02-2026 16:14,44,1146,retail,73.82,16,grocery,US,32.6,0,pos,card_swipe,0.153,0,1,57.27,1.29,1,0,0.359,0,3064.92,0,0
T202600539,C100015,19-01-2026 08:08,65,392,retail,146.43,8,grocery,MX,5.5,0,mobile,web_portal,0.269,0,1,55.68,2.63,1,0,0.667,0,859.37,0,0
T202600540,C100272,15-01-2026 17:16,27,628,small_business,15.62,17,restaurant,GB,3.1,0,pos,contactless,0.281,0,5,21.41,0.73,0,0,0.319,0,3363.62,0,0
T202600541,C100298,21-01-2026 00:13,35,1306,affluent,300.24,0,gaming,GB,19.4,0,web,web_portal,0.535,1,2,104.79,2.87,1,0,0.362,0,990.12,0,0
T202600542,C100169,13-02-2026 00:45,19,520,retail,110.42,0,restaurant,US,24.3,0,pos,mobile_app,0.565,0,1,109.57,1.01,1,0,0.189,0,1474.96,0,0
T202600543,C100269,16-02-2026 16:30,53,1457,student,110.44,16,digital_services,IN,35.6,0,mobile,atm,0.312,0,1,180.63,0.61,0,0,0.601,0,5316.6,0,0
T202600544,C100038,22-03-2026 20:01,34,333,student,55.95,20,gaming,US,0.4,0,web,card_swipe,0.65,0,1,69.84,0.8,1,0,0.271,0,4274.26,0,0
T202600545,C100291,17-03-2026 11:07,34,931,small_business,25.34,11,healthcare,SG,40,0,mobile,mobile_app,0.099,0,2,33.55,0.76,1,0,0.339,0,2913.61,0,0
T202600546,C100205,11-03-2026 04:31,33,387,retail,85.35,4,restaurant,IN,1.6,0,mobile,contactless,0.363,0,2,117.38,0.73,1,0,0.077,0,4862.55,0,0
T202600547,C100152,31-01-2026 07:37,73,1939,senior,107.46,7,travel,DE,17.5,0,mobile,mobile_app,0.704,0,1,137.75,0.78,1,0,0.575,1,2499.6,0,0
T202600548,C100020,22-03-2026 20:00,48,1109,small_business,110.94,20,grocery,IN,2,0,pos,atm,0.037,0,2,86.84,1.28,1,0,0.375,0,7802.82,0,0
T202600549,C100222,13-03-2026 20:01,60,1842,retail,42.44,20,fashion,AE,34.3,0,web,web_portal,0.467,2,1,37.7,1.13,1,0,0.402,0,5700.52,0,0
T202600550,C100142,05-02-2026 10:46,34,752,small_business,108.02,10,restaurant,US,6.9,0,web,web_portal,0.023,0,1,173.77,0.62,0,0,0.237,1,20987.76,0,0
T202600551,C100133,21-01-2026 17:05,51,1505,student,50.34,17,restaurant,US,13.9,0,pos,atm,0.705,0,3,28.73,1.75,1,0,0.4,0,7103.53,0,0
T202600552,C100292,17-03-2026 19:01,75,415,retail,107.27,19,grocery,SG,29.7,0,web,card_swipe,0.153,0,1,40.29,2.66,1,0,0.144,0,1529.79,0,0
T202600553,C100297,23-02-2026 08:51,44,298,retail,524.63,8,fashion,CA,27.6,0,web,card_swipe,0.445,0,1,269.55,1.95,1,0,0.391,0,58963.95,0,0
T202600554,C100084,14-02-2026 12:52,55,1299,retail,27.6,12,healthcare,US,6.1,0,mobile,contactless,0.495,0,0,36.59,0.75,0,0,0.359,0,2493.02,0,0
T202600555,C100239,06-03-2026 05:51,55,1021,retail,91.94,5,grocery,MX,8949,1,web,contactless,0.424,0,0,109.23,0.84,1,1,0.073,0,2113.21,0,1
T202600556,C100040,23-02-2026 07:34,27,536,retail,30.26,7,healthcare,SG,9.3,0,mobile,web_portal,0.235,1,2,62.39,0.49,0,0,0.054,1,6060.5,0,0
T202600557,C100076,03-02-2026 22:52,37,1228,retail,49.73,22,grocery,US,25,0,web,card_swipe,0.174,0,2,62.57,0.79,1,0,0.073,2,892.71,0,0
T202600558,C100232,21-03-2026 23:13,19,444,retail,34.1,23,fuel,NG,9.4,0,atm,contactless,0.649,0,2,16.31,2.09,1,0,0.261,0,960.05,0,0
T202600559,C100247,26-03-2026 08:33,42,326,affluent,622.8,8,fuel,AE,7653.4,0,pos,web_portal,0.307,1,1,377.05,1.65,1,1,0.368,1,4894.36,1,0
T202600560,C100250,19-01-2026 13:29,28,1094,retail,38.09,13,restaurant,SG,15.6,0,pos,card_swipe,0.05,0,0,132.55,0.29,1,0,0.569,0,8304.68,0,0
T202600561,C100015,09-01-2026 12:25,65,392,retail,43.33,12,restaurant,MX,26.2,1,pos,card_swipe,0.352,1,3,55.68,0.78,1,0,0.119,0,878.17,0,0
T202600562,C100267,07-02-2026 04:23,38,981,senior,118.59,4,digital_services,BR,14,0,mobile,contactless,0.278,0,2,88.47,1.34,0,0,0.201,0,5678.99,0,0
T202600563,C100166,07-01-2026 03:30,37,904,senior,108.49,3,restaurant,US,6.2,0,web,card_swipe,0.189,0,0,64.25,1.69,1,0,0.388,2,8950.19,0,0
T202600564,C100003,04-03-2026 22:26,44,507,retail,80.99,22,utilities,GB,8.9,0,pos,mobile_app,0.321,0,1,105.7,0.77,0,0,0.177,0,2587.49,0,0
T202600565,C100264,05-03-2026 05:51,77,541,affluent,16.71,5,healthcare,CA,5.4,0,pos,mobile_app,0.32,1,4,18.18,0.92,1,0,0.417,0,5729.4,0,0
T202600566,C100227,26-01-2026 17:12,52,1043,affluent,76.26,17,fuel,CA,1.2,0,web,card_swipe,0.317,0,3,137.77,0.55,1,0,0.34,1,12721.69,1,0
T202600567,C100111,16-02-2026 04:23,64,1506,retail,298.78,4,electronics,US,8.1,0,mobile,atm,0.021,0,0,83.36,3.58,1,0,0.435,1,5830.4,0,0
T202600568,C100237,12-03-2026 14:12,43,634,retail,681.48,14,electronics,US,10.2,0,web,mobile_app,0.111,0,1,268.98,2.53,1,0,0.208,0,13254.53,0,0
T202600569,C100242,29-03-2026 23:46,23,1693,senior,77.08,23,grocery,US,9.6,0,pos,card_swipe,0.498,0,0,36.66,2.1,1,0,0.039,0,6080.43,0,0
T202600570,C100316,26-01-2026 01:34,61,428,senior,77.72,1,healthcare,AE,2.1,0,pos,atm,0.095,1,5,186.03,0.42,1,0,0.01,0,4324.78,0,0
T202600571,C100172,06-03-2026 11:05,64,1355,retail,446.21,11,fashion,MX,3.4,0,pos,atm,0.059,2,2,211.18,2.11,1,0,0.692,0,7756.69,0,0
T202600572,C100241,18-03-2026 22:38,53,442,affluent,41.42,22,fuel,IN,6,0,mobile,contactless,0.236,0,0,56.81,0.73,1,0,0.312,1,6537.23,0,0
T202600573,C100259,11-03-2026 17:21,53,483,senior,71.1,17,travel,US,2426.5,1,atm,web_portal,0.239,1,2,45.59,1.56,0,1,0.51,0,8318.39,0,1
T202600574,C100102,03-02-2026 22:22,66,1200,retail,17.67,22,grocery,US,36.7,0,mobile,web_portal,0.407,1,0,24.73,0.71,1,0,0.01,1,3278.24,0,0
T202600575,C100257,15-02-2026 01:27,24,1432,affluent,55.26,1,grocery,SG,5406.9,1,mobile,card_swipe,0.239,0,4,94.6,0.58,1,1,0.355,0,32051.74,0,0
T202600576,C100226,07-03-2026 00:24,66,912,retail,57.27,0,restaurant,DE,22.6,0,pos,mobile_app,0.162,0,1,79.17,0.72,1,0,0.179,1,8096.33,0,0
T202600577,C100245,23-03-2026 18:48,23,729,small_business,60.39,18,luxury,CA,27.1,0,mobile,contactless,0.46,0,0,44.92,1.34,1,0,0.102,0,6507.9,0,0
T202600578,C100189,08-02-2026 16:33,36,1587,retail,85.01,16,atm_withdrawal,SG,3.4,0,atm,contactless,0.164,0,1,65.53,1.3,1,0,0.046,0,3462.88,0,0
T202600579,C100199,04-02-2026 20:33,75,895,senior,34.47,20,grocery,AE,4002.1,0,pos,card_swipe,0.305,1,1,40.61,0.85,1,1,0.471,1,5784.52,0,1
T202600580,C100194,22-02-2026 21:31,75,600,small_business,95.19,21,luxury,US,19.9,0,mobile,contactless,0.202,0,0,49.6,1.92,0,0,0.212,0,5743.39,0,0
T202600581,C100109,02-01-2026 01:26,60,507,retail,105.77,1,healthcare,US,11.1,0,mobile,card_swipe,0.265,0,1,34.48,3.07,1,0,0.267,0,22796.56,0,0
T202600582,C100264,04-01-2026 14:42,77,541,affluent,20,14,grocery,NG,5771.2,1,mobile,mobile_app,0.672,2,4,18.18,1.1,1,1,0.519,0,5378.8,0,0
T202600583,C100002,26-02-2026 19:10,57,538,student,125.25,19,utilities,US,6.5,0,pos,mobile_app,0.012,0,0,155.64,0.8,1,0,0.307,0,2654.62,0,0
T202600584,C100082,09-03-2026 15:03,27,1208,retail,29.6,15,utilities,IN,3893,0,pos,mobile_app,0.158,0,3,24.77,1.19,1,1,0.223,0,6045.79,0,1
T202600585,C100166,15-02-2026 13:10,37,904,senior,45.84,13,grocery,US,7.8,0,mobile,atm,0.102,0,3,64.25,0.71,1,0,0.052,2,7203.73,0,0
T202600586,C100071,30-01-2026 04:39,29,1598,retail,96.95,4,utilities,MX,17.7,0,mobile,contactless,0.542,0,2,50.77,1.91,1,0,0.173,0,1669.7,0,0
T202600587,C100167,17-01-2026 10:50,28,845,student,104.85,10,electronics,IN,12.6,0,mobile,web_portal,0.667,0,3,61.15,1.71,1,0,0.297,1,2496.1,0,0
T202600588,C100162,14-01-2026 07:39,42,692,retail,172.77,7,digital_services,CA,22.5,0,pos,contactless,0.349,0,1,141.1,1.22,1,0,0.216,0,2845.65,0,0
T202600589,C100246,02-01-2026 04:37,63,1076,senior,38.18,4,utilities,GB,2.7,0,pos,card_swipe,0.4,0,2,30.74,1.24,1,0,0.01,0,3283.6,0,0
T202600590,C100266,14-03-2026 05:45,44,2284,retail,118.41,5,travel,US,7.1,0,web,mobile_app,0.521,0,2,50.16,2.36,0,0,0.213,1,2794.31,0,0
T202600591,C100046,17-03-2026 00:49,44,2077,small_business,55.78,0,fuel,US,15.2,0,atm,web_portal,0.671,1,1,67.42,0.83,0,0,0.73,0,276.31,0,0
T202600592,C100161,09-03-2026 19:59,57,962,affluent,75.81,19,electronics,IN,19,0,pos,atm,0.085,0,2,46.45,1.63,1,0,0.57,0,14369.34,0,0
T202600593,C100061,01-02-2026 19:15,62,1667,student,31.46,19,healthcare,BR,9.8,0,mobile,web_portal,0.022,0,3,23.03,1.37,1,0,0.181,0,971.05,0,0
T202600594,C100165,07-03-2026 14:03,66,809,retail,73.59,14,digital_services,CA,34.1,0,mobile,contactless,0.319,0,1,47.69,1.54,1,0,0.407,0,4997.5,0,0
T202600595,C100292,10-01-2026 00:22,75,415,retail,18.21,0,atm_withdrawal,SG,63.5,0,pos,contactless,0.382,0,0,40.29,0.45,1,0,0.549,0,1932.15,0,0
T202600596,C100036,15-02-2026 03:34,69,2399,retail,146.52,3,utilities,US,8.1,0,mobile,contactless,0.131,1,0,58.93,2.49,1,0,0.149,0,1736.99,0,0
T202600597,C100221,18-02-2026 09:45,45,393,affluent,283.81,9,electronics,NG,30.5,0,atm,card_swipe,0.583,0,2,162.85,1.74,1,0,0.465,0,4341.97,0,1
T202600598,C100068,30-03-2026 04:00,22,922,senior,429.13,4,fuel,IN,3.8,0,mobile,card_swipe,0.359,0,1,421.18,1.02,1,0,0.142,0,1463.72,0,0
T202600599,C100301,01-01-2026 09:36,67,1825,retail,27.72,9,electronics,IN,1.1,0,mobile,card_swipe,0.611,0,0,23.16,1.2,0,0,0.246,0,2268.73,1,1
T202600600,C100237,01-03-2026 00:47,43,634,retail,310.42,0,electronics,US,28.5,0,atm,web_portal,0.571,0,3,268.98,1.15,1,0,0.163,0,16347.29,1,0
T202600601,C100214,05-02-2026 03:36,62,889,small_business,48.48,3,restaurant,CA,8.4,0,mobile,card_swipe,0.359,0,1,40.19,1.21,0,0,0.279,0,4766.76,0,0
T202600602,C100122,31-03-2026 02:27,57,866,senior,22.22,2,fuel,US,13,0,web,card_swipe,0.426,0,2,64.5,0.34,1,0,0.202,0,6640.43,0,0
T202600603,C100129,15-02-2026 09:13,56,374,retail,45.97,9,healthcare,GB,40.9,0,pos,contactless,0.446,1,1,43.27,1.06,1,0,0.54,1,2745.21,0,0
T202600604,C100049,29-01-2026 05:48,64,661,affluent,86.31,5,fashion,US,29.4,0,pos,mobile_app,0.38,0,1,49.99,1.73,1,0,0.482,0,2800.05,0,0
T202600605,C100249,25-01-2026 15:12,20,672,affluent,49.41,15,gaming,US,3,0,mobile,card_swipe,0.069,0,0,38.5,1.28,0,0,0.559,1,5097.44,1,0
T202600606,C100202,13-01-2026 04:24,47,938,affluent,48.48,4,gaming,US,2.8,0,pos,mobile_app,0.565,0,1,69.42,0.7,0,0,0.476,0,1113.94,0,0
T202600607,C100071,07-01-2026 02:30,29,1598,retail,84.93,2,utilities,MX,4.5,0,pos,mobile_app,0.456,0,0,50.77,1.67,0,0,0.533,0,1281.32,0,0
T202600608,C100036,11-01-2026 17:44,69,2399,retail,31.72,17,fuel,US,1.5,0,pos,web_portal,0.085,1,3,58.93,0.54,1,0,0.357,0,1552.7,0,0
T202600609,C100021,22-01-2026 06:11,40,804,affluent,29.8,6,electronics,AE,7.4,0,web,contactless,0.053,0,0,31.77,0.94,1,0,0.351,0,10943.73,0,0
T202600610,C100035,09-01-2026 16:14,21,845,senior,175.7,16,grocery,GB,5948.7,0,pos,web_portal,0.497,2,2,187.97,0.93,1,1,0.348,1,6894.17,0,0
T202600611,C100212,15-01-2026 11:17,65,337,senior,47.87,11,digital_services,DE,5.4,0,mobile,contactless,0.262,0,1,27.52,1.74,0,0,0.237,0,6524.24,0,0
T202600612,C100108,05-02-2026 20:31,46,1605,affluent,56.7,20,restaurant,CA,20.6,1,mobile,mobile_app,0.097,0,2,39.09,1.45,1,0,0.093,0,5576.32,0,0
T202600613,C100043,03-01-2026 23:08,39,2142,student,6.19,23,utilities,US,16.9,1,pos,contactless,0.372,0,4,15,0.41,1,0,0.272,1,7126.49,0,0
